,ABHPRK__38,CTDC_hydrophobicity_ARGP820101.G1,GTPC_uncharger.uncharger.postivecharger,CKSAAGP_negativecharger.uncharger.gap4,CTDC_solventaccess.G3,CKSAAP_TK.gap1,CKSAAGP_negativecharger.uncharger.gap1,formula_C,Cougar__27,CKSAAGP_aromatic.postivecharger.gap2,ABHPRK__18,ABHPRK__57,formula_H,ABHPRK__37,Cougar__28,CKSAAGP_alphaticr.alphaticr.gap5,Cougar__5,NMBroto_CIDH920105.lag2,CKSAAP_SR.gap3,AAC_G,MSW__7,DDE_AP,GTPC_uncharger.postivecharger.alphaticr,QSO3_SC_P,Ez__24,GAAC_uncharge,DDE_WT,APAAC_Pc2.Hydrophilicity.2,CTDC_charge.G3,DDR_I,Z5__56,ABHPRK__20,APAAC_Pc2.Hydrophilicity.1,CTDD_hydrophobicity_ARGP820101.1.residue100,CTDD_hydrophobicity_ZIMJ680101.1.residue0,DDE_PP,CTDD_solventaccess.3.residue75,ABHPRK__79,CKSAAGP_alphaticr.postivecharger.gap3,MSW__1,CTDD_hydrophobicity_FASG890101.3.residue50,APAAC_Pc2.Hydrophobicity.1,CKSAAGP_negativecharger.alphaticr.gap2,PAAC_Xc1.Y,CTriad_g1.g2.g2,CTDD_hydrophobicity_ARGP820101.3.residue75,DDE_WC,CKSAAP_QK.gap3,ABHPRK__81,Cougar__3,y
DBAASP2120,0.32727,0.0399,0.0,0.0,-0.10769,0.0,0.0,0.22222,-0.1976,0.0,0.0,0.40741,0.56757,-0.08333,-0.08943,0.71429,1.55321,-0.34791,0.0,0.84615,-0.4547,-0.232,0.0,0.0,0.17758,-0.10385,-0.18977,0.19634,0.0,0.14472,0.12959,0.0,1.02907,-0.05698,-0.30163,-0.232,0.58901,0.5155,1.80484,-0.08074,1.58242,1.3729,0.0,0.0,0.5,0.74576,-0.18977,0.0,0.0,1.6884,0
DBAASP3121,-0.4,0.14147,0.0,0.0,0.80606,0.0,0.0,-0.2963,-2.17775,0.0,0.0,0.16296,-0.40541,-0.5,-2.63443,0.0,0.74103,-0.04122,0.0,1.0,-0.17434,0.24281,0.0,3.80716,0.75818,1.18636,0.19861,0.11702,-1.0,-0.41626,1.83705,0.0,0.2604,0.37037,1.42591,115.93523,0.17016,-0.24784,-0.52849,-1.13568,-1.48052,0.03801,0.0,0.0,0.0,-0.64099,0.19861,0.0,0.0,0.75001,0
DBAASP2207,-0.4,-0.51873,0.09091,0.0,0.61026,0.0,0.0,0.51852,-2.30471,1.0,0.0,-0.40741,0.18919,-0.08333,-2.43435,0.0,-0.69289,0.68365,0.0,0.0,0.10301,-0.232,0.0,3.44381,-0.02898,1.28077,-0.18977,0.43747,-1.0,1.38537,-1.18174,0.0,-0.51883,-0.74074,1.4579,-0.232,0.46103,-0.79307,0.24929,0.15532,-0.72527,0.68708,0.0,0.0,0.0,0.40678,-0.18977,0.0,0.0,-0.03086,0
DBAASP4526,-0.4,1.29682,0.0,0.0,0.46667,0.0,0.0,-0.7037,2.11191,0.0,0.0,-0.81481,-0.83784,-0.5,1.28857,0.0,0.91529,0.22947,0.0,1.1,0.08138,0.49809,0.0,1.33117,-0.73995,0.9,0.40743,0.30207,1801439850948199.0,0.90081,0.33073,0.0,0.35642,0.37037,1.17637,0.49809,0.06428,-0.79307,-0.52849,-1.2795,-1.97143,-0.01946,0.0,0.0,1.0,0.0,0.40743,0.0,2.4,0.95868,0
DBAASP5023,0.6,-0.51873,0.0,0.0,-0.0,0.0,0.0,-0.25926,0.64568,1.42857,0.0,0.2716,-0.32432,1.16667,0.85302,0.0,-0.78892,0.58798,0.0,0.0,-0.74989,0.49809,0.0,0.0,-1.22287,-0.45,0.40743,0.52109,0.0,-0.41626,-0.26177,0.0,-0.88732,-0.74074,-0.65354,0.49809,1.22893,-0.79307,0.63818,1.07304,0.42857,-1.0335,0.0,0.0,0.0,-0.44068,0.40743,0.0,2.4,-0.64989,0
DBAASP504,-0.4,-0.51873,0.0,0.0,1.53333,0.0,0.0,-0.92593,-3.72514,0.0,0.0,0.0,-1.37838,-0.5,-3.18214,0.0,0.34635,1.21609,0.0,0.0,-0.09328,1.36412,0.0,6.62678,0.94919,1.47857,1.11583,0.81463,0.0,0.18699,2.37629,0.0,0.0275,-0.74074,-0.65354,1.36412,0.75356,-0.79307,-0.52849,-0.10433,-0.85714,0.54271,0.0,0.0,0.0,0.50363,1.11583,0.0,0.0,0.54586,0
DBAASP1289,1.6,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-0.07407,0.05464,0.0,0.0,0.51852,0.48649,0.86364,0.19759,0.0,1.40898,-0.72351,0.0,0.0,-0.99312,0.0,0.0,0.0,-1.01955,-0.45,0.0,-1.86978,0.0,-0.41626,0.62188,0.0,-0.01116,-0.74074,-0.27231,0.0,-0.43485,0.6609,-0.52849,-0.04125,0.42857,-0.06168,0.0,0.0,0.0,-1.9096,0.0,0.0,0.0,0.4188,0
DBAASP1072,1.37778,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-0.14815,-0.4148,0.0,0.0,0.16296,0.40541,1.0,-0.38328,1.0,2.53283,-1.10372,0.0,0.0,-0.86706,0.24281,0.0,0.0,0.30839,-0.45,0.19861,-1.2261,0.5,-0.18374,0.66086,0.0,-0.28387,-0.74074,-0.23765,0.24281,-0.43485,1.38788,0.47151,-0.40389,-0.93506,-0.83304,0.0,0.0,0.0,-0.24037,0.19861,0.0,0.0,2.49802,0
DBAASP1425,0.4,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.40741,0.47945,1.11111,0.0,0.51852,0.59459,0.86364,0.52999,0.83333,-0.28899,0.74874,0.0,0.0,0.44432,0.0,0.0,0.0,-0.11853,-0.45,0.0,0.08715,0.0,0.11545,-0.74648,0.0,0.67733,-0.74074,1.63385,0.0,-0.43485,0.17624,1.22151,0.86472,0.42857,-0.57131,0.0,0.0,0.0,-0.44068,0.0,0.0,0.0,-0.29473,0
DBAASP3077,1.37778,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.03704,0.00435,0.0,0.0,0.16296,0.37838,1.0,0.14308,0.0,-0.20859,-0.67523,0.0,0.0,-0.62926,0.24281,0.0,0.0,-0.47218,-0.45,0.19861,-1.88823,0.5,-0.41626,-1.15384,0.0,-0.48608,-0.74074,1.84179,0.24281,-0.43485,0.84264,-0.52849,-0.17444,0.15584,-0.58526,0.0,0.0,0.0,-0.24037,0.19861,0.0,0.0,-0.49293,0
DBAASP4411,-0.4,0.38905,0.0,0.0,1.47778,0.0,0.1,0.18519,-0.62815,0.0,0.0,0.51852,-0.2973,-0.5,-0.59011,0.83333,-0.95482,-0.03943,0.0,0.0,1.21466,0.0,0.0,2.80067,0.83636,1.05,0.0,0.33658,750599937895083.0,-0.41626,1.22162,0.0,1.00963,0.09259,-0.27231,110.30839,0.25839,-0.30842,-0.52849,0.53592,-0.07143,0.04294,0.11111,0.78216,0.0,1.02825,0.0,0.0,2.0,-0.75491,0
DBAASP1260,0.6,0.0,0.0,0.0,-0.13333,0.0,0.0,0.22222,0.36109,0.0,0.0,-0.06268,0.45946,-0.11538,0.38566,1.875,-0.60953,0.25687,0.0,0.78571,-0.39471,-0.45452,0.0,0.0,-0.08655,-0.12857,-0.37179,-0.22643,0.0,0.58374,-0.17328,0.0,-0.09471,-0.34392,0.0,-0.45452,0.63472,-0.79307,0.87151,0.2221,0.42857,0.01279,0.0,0.0,0.0,-0.12591,-0.37179,0.0,0.0,-0.64084,0
DBAASP1706,0.32727,0.59853,0.0,0.0,-0.10769,0.0,0.0,0.14815,0.98063,1.0,0.09091,0.40741,0.13514,-0.08333,1.06381,0.71429,0.62369,-1.02793,0.0,1.69231,-1.01734,-0.232,0.0,0.0,0.04103,-0.10385,-0.18977,-0.4329,692861481133922.0,0.57236,-0.4172,0.11111,0.46541,0.19943,0.40218,-0.232,0.97296,0.07931,0.24929,0.05864,-0.26374,0.29037,0.0,0.0,0.0,-0.61017,-0.18977,0.0,0.0,0.73827,0
DBAASP3355,0.6,-0.51873,0.0,0.0,0.86667,0.0,0.0,0.51852,0.89715,0.0,0.0,-0.06268,0.81081,0.26923,0.98334,0.625,-1.1145,-0.08721,0.0,0.0,0.08753,-0.45452,0.0,0.0,0.06985,-0.45,-0.37179,-0.27625,0.0,-0.41626,-0.80026,0.0,-0.18046,-0.74074,-0.65354,-0.45452,0.8724,1.18961,0.17151,0.44603,1.28571,-0.44592,0.0,0.0,0.0,0.18886,-0.37179,0.0,6.85714,-0.88472,0
DBAASP1494,-0.4,0.38905,0.0,0.0,0.7,0.0,0.0,0.40741,-0.13571,3.33333,0.0,-0.81481,0.2973,0.40909,-0.10796,0.0,1.55059,-0.72724,0.0,0.0,0.40295,0.0,0.0,0.0,-0.81352,0.675,0.0,2.47166,0.0,-0.41626,0.7488,0.0,-3.04071,0.27778,-0.27231,0.0,0.53569,1.14555,-0.52849,-0.75484,-2.07143,-1.63438,0.0,0.0,0.0,-0.80791,0.0,0.0,0.0,1.23223,0
DBAASP219,0.6,-0.15562,0.0,0.0,-0.46667,0.0,0.0,-0.2963,0.52324,0.0,0.0,-0.2716,-0.02703,0.05556,0.63576,0.0,0.25165,-0.20119,0.0,0.0,0.42364,0.49809,0.0,0.0,-1.65407,0.0,0.40743,1.14598,0.0,-0.41626,-1.00781,0.0,2.41528,0.37037,3.92124,0.49809,-0.43485,1.69945,0.63818,-0.95953,-1.97143,1.30031,0.0,0.0,0.0,0.88136,0.40743,0.0,0.0,0.36529,0
DBAASP2478,1.05455,0.0399,0.0,0.0,-0.46667,0.0,0.0,0.11111,0.40014,0.0,0.0,0.40741,0.45946,0.33333,0.4903,2.14286,0.53314,-1.08574,0.0,1.69231,-0.56511,-0.232,0.0,0.0,0.70023,-0.45,-0.18977,-1.36945,0.0,0.08618,-0.71702,0.0,-0.02876,-0.05698,0.40218,-0.232,-0.43485,0.07931,1.02707,0.02116,-0.26374,-0.23964,0.0,0.0,0.0,0.40678,-0.18977,0.0,0.0,0.77983,0
DBAASP628,0.69091,-0.23941,0.0,0.0,-0.10769,0.0,0.0,0.14815,-0.47125,0.0,0.0,0.81481,0.43243,-0.08333,-0.60827,1.42857,-0.04527,-0.4957,0.0,0.84615,-1.15346,-0.232,0.0,1.13314,0.38213,-0.10385,-0.18977,-0.95288,-1.0,0.70894,-0.16479,0.0,0.31795,0.19943,3.21743,-0.232,-0.0509,-0.35688,0.24929,0.45792,-0.26374,0.34543,0.0,0.0,1.0,0.40678,-0.18977,0.0,0.0,-0.17562,0
DBAASP5160,0.6,0.0,0.0,0.0,-0.13333,0.0,0.0,0.51852,-0.29933,0.90909,0.0,-0.06268,0.37838,-0.11538,-0.13875,0.625,0.13703,-0.89989,0.0,1.57143,-0.27289,-0.45452,0.0,0.90942,-0.62151,-0.12857,-0.37179,-1.33402,0.0,1.54634,0.08512,0.0,0.13851,-0.42328,-0.32677,-0.45452,0.63472,0.0,0.87151,0.30821,0.0,-0.08968,0.0,0.0,0.0,-0.44068,-0.37179,0.0,0.0,-0.452,0
DBAASP229,0.6,-0.15562,0.0,0.0,-0.46667,0.0,0.0,-0.2963,0.42579,1.42857,0.0,-0.2716,-0.02703,0.61111,0.52532,0.0,0.19759,-0.15819,0.0,0.0,-0.46676,0.49809,0.0,0.0,-1.2692,0.0,0.40743,-0.13532,0.0,-0.41626,-1.00781,0.0,0.6949,0.37037,3.92124,0.49809,-0.43485,0.45319,-0.52849,-0.95953,-1.37143,0.43838,0.0,0.0,0.0,0.0,0.40743,0.0,0.0,0.15872,0
DBAASP4225,1.6,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.22222,0.1299,0.0,0.0,0.51852,0.62162,0.86364,0.20527,0.0,0.40842,-0.80614,0.0,0.0,-0.36381,0.0,0.0,0.0,-0.28073,-0.45,0.0,-2.24972,0.0,0.14472,-0.4088,0.0,-0.26095,-0.74074,0.10892,0.0,-0.43485,0.6609,0.34651,0.28925,0.42857,-0.56055,0.0,0.0,0.0,-0.07345,0.0,0.0,0.0,0.04172,0
DBAASP4435,0.1,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-0.18519,-0.45344,0.0,0.0,0.81481,0.05405,0.61111,-0.54633,0.0,-0.51321,0.65403,0.0,0.0,-0.45205,0.49809,0.0,0.0,0.28351,-0.45,0.40743,0.99606,0.0,-0.41626,-0.49902,0.0,-0.16132,-0.74074,-0.19606,0.49809,-0.43485,-0.79307,2.97151,-0.53974,-0.17143,0.16081,0.0,0.0,0.0,-0.44068,0.40743,0.0,0.0,0.20017,0
DBAASP4475,0.4,-0.21614,0.0,0.0,-0.07778,0.0,0.0,-0.22222,0.18916,0.0,0.0,-0.37037,-0.05405,-0.04545,0.1136,0.0,-0.46029,-0.01956,0.0,0.0,-0.21372,0.0,0.0,0.0,-1.24105,-0.075,0.0,-0.14774,-1.0,-0.41626,0.24085,0.0,0.93874,0.0,-0.27231,0.0,0.67433,-0.30842,1.22151,0.28038,-0.07143,0.838,0.0,0.0,0.0,-2.27684,0.0,0.0,0.0,-0.26967,0
DBAASP2064,-0.03636,0.59853,0.0,0.0,0.25128,0.0,0.09091,0.07407,0.36166,0.0,0.09091,0.0,0.10811,-0.08333,1.09542,0.71429,0.75912,-0.50801,0.0,0.0,0.13607,-0.232,0.0,1.08539,0.85894,0.58846,-0.18977,-0.67612,1385722962267845.0,0.58374,0.2686,0.22222,-0.53201,-0.14245,0.40218,-0.232,-0.30687,-0.35688,-0.52849,-0.56232,1.12088,-0.39363,0.1,0.73281,0.0,0.40678,-0.18977,0.0,1.84615,0.62644,0
DBAASP1023,0.6,0.25936,0.0,0.0,-0.46667,0.0,0.0,0.77778,0.61338,0.90909,0.0,-0.06268,0.83784,0.65385,0.46091,0.0,0.25862,-1.58184,0.0,0.0,0.95843,-0.45452,0.16667,0.0,-0.10722,0.51429,-0.37179,-1.17706,-1.0,0.35935,-0.3947,0.0,0.06153,0.21164,0.65354,-0.45452,-0.43485,0.79307,-0.52849,-0.39934,0.42857,-0.44223,0.0,0.0,0.0,0.50363,-0.37179,0.0,0.0,-0.13624,0
DBAASP2919,1.31429,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.07407,-0.4077,1.66667,0.0,1.62963,-0.40541,0.75,-0.34816,0.0,-0.87659,0.85216,0.0,0.0,1.32375,0.768,0.0,0.0,0.43871,-0.45,0.62821,-0.00241,1.0,0.19837,-0.42771,0.0,0.06363,-0.74074,-0.14523,0.768,-0.43485,-0.79307,-0.52849,1.07227,0.7619,0.73281,0.0,0.0,0.0,0.78343,0.62821,0.0,0.0,-0.66882,0
DBAASP1542,0.69091,-0.23941,0.0,0.0,-0.46667,0.0,0.0,0.11111,0.08366,0.0,0.0,0.40741,0.72973,0.33333,0.15052,1.42857,1.97589,-0.897,0.0,0.84615,-1.09141,-0.232,0.0,0.0,0.46877,-0.45,-0.18977,-0.73445,0.0,-0.09106,0.43963,0.0,0.19554,-0.05698,0.75408,-0.232,-0.43485,0.07931,1.80484,-0.0993,-0.26374,0.30041,0.0,0.0,0.5,-0.61017,-0.18977,0.0,0.0,2.01116,0
DBAASP1165,-0.06667,0.0,0.0,0.0,-0.13333,0.0,0.0,0.07407,0.46488,0.0,0.0,-0.06268,0.21622,-0.11538,0.3379,3.125,-0.49603,0.14141,0.0,0.78571,0.06552,-0.45452,0.0,0.0,-0.24015,-0.12857,-0.37179,0.0514,1.0,0.58374,0.16566,0.0,0.53323,0.21164,0.0,-0.45452,1.11009,-0.79307,0.87151,0.63054,0.0,0.37721,0.0,0.0,0.0,-1.38499,-0.37179,0.0,0.0,-0.5737,0
DBAASP1573,-0.03636,0.59853,0.0,0.0,0.25128,0.0,0.0,-0.22222,-0.34925,0.0,0.0,0.40741,0.10811,-0.08333,-0.10569,2.14286,-0.02858,0.84807,0.0,1.69231,-1.24162,-0.232,0.0,0.0,2.22093,0.24231,-0.18977,0.41707,0.0,-0.41626,-0.76986,0.0,-0.33067,0.02849,-0.30163,-0.232,-0.0509,-0.79307,-0.52849,0.12778,0.1978,0.08436,0.0,0.0,0.0,0.74576,-0.18977,0.0,0.0,0.31766,0
DBAASP1394,0.69091,-0.23941,0.0,0.0,-0.10769,0.0,0.0,0.37037,0.35981,2.0,0.0,0.0,0.54054,0.33333,0.20013,0.0,-0.62039,0.16621,0.0,0.84615,0.82653,-0.232,0.0,0.0,-0.06068,-0.45,-0.18977,-0.53394,0.0,0.95285,-0.66199,0.0,0.06061,-0.65527,-0.30163,-0.232,1.10094,0.07931,0.24929,0.06452,-0.26374,-0.17162,0.0,0.0,0.0,-0.61017,-0.18977,0.0,1.84615,-0.34315,0
DBAASP2724,0.26667,0.25936,0.0,0.0,-0.13333,0.0,0.0,0.25926,0.08855,0.0,0.0,-0.06268,0.51351,0.26923,0.10385,1.875,-0.16182,0.00818,0.0,0.78571,0.0343,-0.45452,0.0,0.0,0.47484,0.19286,-0.37179,-0.47659,0.0,1.54634,-0.36552,0.0,0.03081,0.21164,0.0,-0.45452,0.99124,0.39654,0.87151,0.15688,0.0,-0.3508,0.0,0.0,0.0,0.50363,-0.37179,0.0,0.0,-0.19774,0
DBAASP2689,1.6,-0.51873,0.0,0.0,0.31111,0.0,0.0,-1.0,-0.11732,3.33333,0.0,0.16296,-1.51351,0.5,0.18562,0.0,-0.95531,-0.0746,0.0,0.0,1.29919,1.69986,0.0,0.0,-1.28486,0.3,1.39046,-1.88493,1.0,-0.41626,-2.47248,0.0,1.82276,-0.74074,0.10892,1.69986,1.22893,-0.79307,-0.52849,0.67522,1.42857,2.0894,0.0,0.0,0.0,-0.44068,1072.05708,0.0,4.0,-1.61942,0
DBAASP3132,0.48889,0.47157,0.0,0.0,-0.04242,0.11111,0.0,-0.07407,0.38999,0.0,0.0,0.16296,-0.05405,0.0,0.40433,1.0,0.24019,-1.34764,0.0,0.0,-0.72056,0.24281,0.0,0.0,0.33484,0.77727,0.19861,-0.80212,0.0,0.58862,-0.55841,0.0,-0.87595,0.06734,1.01002,0.24281,0.32141,1.38788,0.47151,-0.59556,-0.93506,-0.9379,0.0,0.0,0.0,-0.24037,0.19861,0.0,0.0,-0.18817,0
DBAASP2039,0.04444,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.55556,-0.51289,1.25,0.0,0.16296,-0.10811,0.0,-0.45324,0.0,-1.63431,1.36758,0.0,0.0,1.34098,0.24281,0.0,0.0,-0.1917,0.36818,0.19861,0.59638,0.0,-0.41626,-2.8886,0.0,1.72682,-0.74074,-0.23765,0.24281,-0.43485,-0.79307,-0.52849,0.7673,0.15584,1.79087,0.0,0.0,0.0,-0.24037,1514.34988,0.0,0.0,-1.41203,0
DBAASP1163,0.93333,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.59259,-0.24563,1.25,0.0,0.16296,0.32432,0.5,-0.19433,0.0,0.53754,0.19117,0.0,0.0,1.52878,0.24281,0.0,0.0,-1.05777,-0.45,0.19861,0.54473,0.0,-0.41626,0.3106,0.0,1.9313,-0.74074,-0.23765,0.24281,-0.43485,0.84264,-0.52849,-0.31816,2.33766,3.00433,0.0,0.0,0.0,1.3621,0.19861,0.0,0.0,0.76797,0
DBAASP3347,-0.4,0.99423,0.0,0.0,-0.07778,0.0,0.0,-0.51852,-0.58975,0.0,0.0,0.07407,-0.45946,-0.5,-0.32028,1.66667,0.08688,-0.49005,0.0,1.83333,-0.31269,0.0,0.0,1.69738,1.53364,1.05,0.0,0.10628,0.0,-0.41626,0.76312,0.0,0.09328,0.27778,-0.27231,0.0,0.11974,-0.30842,-0.52849,-0.83743,0.42857,0.26668,0.0,0.0,0.0,-0.07345,0.0,0.0,0.0,-0.06885,0
DBAASP117,-0.4,-0.51873,0.0,0.0,0.80606,0.0,0.0,-0.07407,-2.64284,1.25,0.0,0.16296,-0.02703,0.0,-2.87344,1.0,-0.50153,0.3687,0.0,0.0,-0.69885,0.24281,0.0,4.32053,0.70131,0.77727,0.19861,0.26727,0.0,-0.41626,0.87894,0.0,0.69247,-0.74074,2.25768,0.24281,0.47266,-0.79307,-0.52849,-0.33615,-0.38961,0.49293,0.0,0.0,0.0,0.16025,0.19861,0.0,0.0,-0.10718,0
DBAASP3205,1.05455,-0.51873,0.0,0.0,-0.10769,0.0,0.0,0.51852,-0.23795,0.0,0.0,-0.40741,0.67568,0.75,-0.25307,0.0,-0.32488,-0.58065,0.0,0.0,-0.5229,-0.232,0.0,0.0,-0.33919,-0.45,-0.18977,-1.56832,0.0,-0.41626,-0.59838,0.0,0.09986,-0.74074,-0.30163,-0.232,-0.0509,0.5155,0.24929,-0.17087,-1.18681,0.05163,0.0,0.66809,0.0,-0.27119,-0.18977,0.0,1.84615,-0.47138,0
DBAASP228,0.6,-0.15562,0.0,0.0,-0.46667,0.0,0.0,-0.2963,0.33593,1.42857,0.0,-0.81481,-0.02703,1.16667,0.69208,0.0,0.19759,0.00997,0.0,0.0,-0.50591,0.49809,0.0,0.0,-1.0829,0.0,0.40743,0.62787,0.0,-0.41626,-1.00781,0.0,0.03137,0.37037,3.92124,0.49809,-0.43485,1.69945,-0.52849,-0.95953,-1.37143,-0.50925,0.0,0.0,0.0,0.0,0.40743,0.0,0.0,0.39309,0
DBAASP3652,-0.4,-0.51873,0.0,0.0,2.40513,0.0,0.0,0.74074,-2.17226,1.0,0.0,-0.40741,0.32432,-0.5,-2.25995,0.0,0.80944,0.55646,0.0,0.0,0.70581,-0.232,0.0,3.84687,-0.15515,0.58846,-0.18977,0.56129,-1.0,1.38537,1.30602,0.0,-0.265,-0.74074,3.56933,-0.232,0.717,0.95169,0.24929,0.66074,-0.72527,0.95395,0.0,3.79468,0.0,0.0678,-0.18977,0.0,9.23077,1.07511,0
DBAASP1656,1.37778,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.25926,-0.42838,2.5,0.0,1.14074,0.21622,0.5,-0.38129,0.0,-0.34165,-0.52711,0.0,0.0,0.76472,0.24281,0.0,0.0,0.01364,-0.45,0.19861,-2.53905,0.0,0.79512,-0.78805,0.0,0.5816,-0.74074,0.59413,0.24281,-0.43485,-0.24784,-0.52849,0.33005,0.15584,0.57877,0.0,0.0,0.0,0.96148,0.19861,0.0,0.0,-0.88656,0
DBAASP2145,0.93333,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-0.11111,-0.16781,0.0,0.0,1.97884,-0.72973,0.21429,-0.10728,0.0,-1.60684,1.48155,0.0,0.0,3.38084,1.05537,0.0,0.0,-0.3491,-0.45,0.86328,1.01266,0.0,-0.41626,0.05056,0.0,3.32529,-0.74074,-0.08169,1.05537,-0.43485,-0.79307,-0.52849,1.49117,1.17857,2.94332,0.0,0.0,0.0,0.66102,0.86328,0.0,0.0,-0.68736,0
DBAASP217,0.1,-0.15562,0.0,0.0,-0.46667,0.0,0.0,-0.2963,0.33593,0.0,0.0,-0.81481,-0.02703,1.16667,0.68208,0.0,0.25165,0.52582,0.0,0.0,-0.50591,0.49809,0.0,0.0,-1.48537,0.0,0.40743,1.72661,0.0,-0.41626,-1.00781,0.0,0.03079,0.37037,3.92124,0.49809,-0.43485,1.07632,0.63818,-0.95953,-1.37143,-0.49751,0.0,0.0,0.0,0.44068,0.40743,0.0,0.0,0.47271,0
DBAASP2768,0.6,-0.15562,0.0,0.0,-0.46667,0.0,0.0,-0.2963,0.23098,0.0,0.0,-0.2716,-0.05405,0.61111,0.3332,1.25,-0.59622,0.12521,0.0,0.0,-0.02305,0.49809,0.0,0.0,-0.41929,0.0,0.40743,0.15113,0.0,-0.41626,-1.08812,0.0,0.7463,0.37037,3.92124,0.49809,-0.43485,0.45319,0.63818,-0.73284,1.02857,0.05292,0.0,0.0,0.0,0.44068,0.40743,0.0,0.0,-0.07879,0
DBAASP1831,-0.03636,0.31922,0.0,0.0,0.25128,0.0,0.0,0.07407,-0.65902,0.0,0.0,0.40741,-0.27027,-0.5,-0.71112,0.71429,-0.48719,-0.58946,0.0,0.84615,-0.27285,-0.232,0.0,1.25201,0.17739,0.58846,-0.18977,-0.04102,0.0,-0.41626,0.72003,0.0,0.52275,0.19943,0.40218,-0.232,0.58901,-0.35688,-0.52849,0.3727,-0.26374,0.43999,0.0,0.0,0.0,-0.61017,-0.18977,0.0,0.0,-0.6348,0
DBAASP1159,0.93333,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-0.33333,-0.67701,2.0,0.0,-0.1164,-0.62162,0.92857,-0.66267,0.0,1.08696,-0.81454,0.0,0.0,1.32379,1.05537,0.0,0.0,-0.49665,-0.45,0.86328,-2.25912,0.0,-0.41626,0.54826,0.0,-0.86375,-0.74074,-0.08169,1.05537,-0.43485,0.95169,-0.52849,-0.80096,-1.07143,1.13293,0.0,0.0,0.0,0.11017,0.86328,0.0,0.0,-0.57975,0
DBAASP3113,0.93333,-0.51873,0.0,0.0,-0.04242,0.0,0.0,0.07407,-0.225,0.0,0.0,0.16296,0.16216,0.5,-0.16393,1.0,-0.06892,-0.34391,0.0,0.0,0.00542,0.24281,0.0,0.0,-0.36461,-0.45,0.19861,-0.88538,0.0,-0.41626,-0.48348,0.0,-1.04793,-0.74074,-0.23765,0.24281,0.77517,1.38788,0.47151,-0.43987,0.7013,-0.93057,0.0,0.0,0.0,-0.24037,0.19861,0.0,2.18182,-0.4268,0
DBAASP209,0.1,-0.15562,0.0,0.0,-0.0,0.0,0.0,-0.07407,0.23752,2.85714,0.0,-0.2716,-0.37838,0.61111,0.22458,0.0,-1.24037,0.63456,0.0,0.0,0.86219,0.49809,0.0,0.0,0.09606,0.0,0.40743,1.06529,0.0,-0.41626,-0.2135,0.0,-1.90536,0.03704,0.71889,0.49809,1.22893,-0.16994,0.63818,0.04311,0.42857,-2.54817,0.0,0.0,0.0,0.0,0.40743,0.0,0.0,-0.33956,0
DBAASP679,1.2,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-1.03704,-0.91236,0.0,0.0,0.0,-0.86486,1.16667,-0.90959,5.0,0.82831,-0.23751,0.0,0.0,-0.46591,1.36412,0.0,0.0,1.63018,-0.45,1.11583,-1.45209,0.0,-0.41626,-0.31464,0.0,-0.81929,-0.74074,0.65354,1.36412,-0.43485,0.2974,1.80484,-0.94914,0.0,-1.10733,0.0,0.0,0.0,-0.12591,1.11583,0.0,0.0,-0.23375,0
DBAASP4786,0.6,-0.15562,0.0,0.0,-0.46667,0.0,0.0,-0.59259,0.78335,0.0,0.0,-0.2716,-0.18919,0.05556,0.62297,0.0,1.13336,0.00304,0.0,1.1,-0.25773,0.49809,0.0,0.0,-1.85386,-0.45,0.40743,0.8049,0.5,-0.41626,0.45402,0.0,1.9623,-0.51852,-0.19606,0.49809,-0.43485,1.07632,1.80484,-1.15933,0.42857,1.66327,0.0,0.0,0.0,-2.64407,0.40743,0.0,0.0,1.6751,0
DBAASP152,-0.4,-0.51873,0.0,0.0,0.05185,0.0,0.0,-0.18519,-0.04105,3.33333,0.0,-0.81481,-0.35135,1.375,-0.14263,0.0,0.84791,1.59991,0.0,0.0,-0.14473,0.768,0.0,0.0,-0.87201,-0.45,0.62821,2.62739,0.0,0.1626,-0.25063,0.0,-3.33804,-0.74074,0.87139,0.768,-0.24999,0.6609,0.87151,0.12039,-0.57143,-2.30457,0.0,0.62244,0.0,-0.19586,0.62821,0.0,2.66667,0.02923,0
DBAASP2341,0.1,0.20749,0.0,0.0,0.46667,0.0,0.0,-0.48148,-0.79044,0.0,0.0,0.81481,-0.67568,0.05556,-0.80688,0.0,0.09698,-0.47751,0.0,1.1,0.13687,0.49809,0.0,1.49027,1.54808,0.45,0.40743,-0.22626,0.0,0.31545,0.34039,0.0,0.23228,0.37037,2.09133,0.49809,0.06428,-0.16994,-0.52849,0.56714,-0.17143,0.4025,0.0,0.0,0.0,-0.88136,0.40743,0.0,0.0,-0.11209,0
