,GTPC_uncharger.postivecharger.alphaticr,CKSAAP_GP.gap2,GTPC_alphaticr.postivecharger.alphaticr,CKSAAGP_postivecharger.postivecharger.gap1,CKSAAP_PK.gap3,DDE_PG,DDE_TW,CKSAAP_TK.gap1,DDE_MQ,DDE_RA,CTriad_g1.g2.g3,ABHPRK__33,DDE_RP,NMBroto_CHAM810101.lag2,CTDT_hydrophobicity_PRAM900101.Tr1331,MSW__6,CTDD_hydrophobicity_CASG920101.2.residue50,Z3__17,Calculate_charge,DDE_RQ,DPC_GF,Kytedoolittle,Z3__16,PAAC_Xc1.W,CKSAAP_DP.gap1,NMBroto_CHAM820102.lag1,ABHPRK__55,CTDD_hydrophobicity_FASG890101.2.residue100,Z3__24,APAAC_Pc1.P,CTDD_hydrophobicity_PONP930101.2.residue75,Z5__19,MSW__1,CKSAAGP_uncharger.postivecharger.gap2,DDE_NT,CTriad_g4.g5.g1,ABHPRK__75,PAAC_Xc2.lambda1,APAAC_Pc1.G,CTDC_normwaalsvolume.G3,Z3__11,Ez__22,CTDD_hydrophobicity_PRAM900101.1.residue100,CTDD_hydrophobicity_ARGP820101.1.residue50,Z3__30,Ez__6,CTDD_charge.2.residue50,QSO3_SC_P,Aliphatic_Index,CTDT_charge.Tr1221,y
random_peptide_101,0.0,0.0,0.16667,0.0,0.0,0.32107,0.30643,0.0,0.30643,0.34915,0.0,0.0,0.33739,-0.79086,0.67779,-0.53219,1.10795,-1.36517,0.50044,0.30643,0.0,0.107,0.74021,0.0,0.0,-0.17093,0.0,0.37605,0.35232,0.0,0.72917,-1.0052,-0.50103,0.0,0.30643,0.0,0.0,0.8832,1.15652,0.10714,-0.09258,0.60979,0.075,-0.99696,2.04794,0.09735,0.45455,0.0,1.23384,0.91667,0
random_peptide_102,0.0,0.0,0.0,0.28571,0.0,0.1555,0.14841,0.0,0.14841,0.1691,0.0,0.0,0.16341,-0.58101,-0.23723,1.96623,-0.77967,1.11973,0.59952,0.14841,0.0,0.35631,0.65451,0.0,0.0,-0.40229,0.0,-0.04178,0.59499,0.0,0.10802,0.04366,-0.62493,4.99225,0.14841,0.0,0.0,0.19033,0.95832,1.80952,-0.92333,-1.00209,0.45,0.99259,-0.32319,0.66353,-0.10101,0.0,-1.22442,0.29167,0
random_peptide_103,0.14286,0.0,0.0,0.0,0.0,0.1555,0.14841,0.0,0.14841,0.1691,0.0,0.0,0.16341,-0.30872,1.18613,0.43007,-0.77967,-0.20653,-0.49994,0.14841,0.125,-0.30698,0.34119,0.0,0.0,-0.13092,0.0,-0.04178,0.19042,0.0,-0.32407,1.55736,-0.539,0.0,0.14841,0.0,0.0,1.10573,1.02835,-0.04762,0.07122,0.06106,0.45,0.17636,0.61817,-0.1271,-0.10101,0.0,0.41909,0.29167,0
random_peptide_104,0.0,0.0,0.0,0.1,0.0,-0.28697,-0.27388,0.0,-0.27388,-0.31206,0.0,0.1,-0.30155,-0.36635,0.08626,0.26642,-0.86174,-0.35621,2.00075,-0.27388,0.0,0.22793,-0.28922,0.0,0.0,-0.07864,0.0,-0.09401,-0.19311,1.86278,-0.64815,0.22262,0.10888,0.0,-0.27388,0.0,0.125,1.62219,0.0,1.5,-1.40199,-0.55659,-0.05,-0.53783,-0.46865,0.31397,0.45455,1.26725,-0.67814,1.96212,0
random_peptide_105,0.33333,0.0,0.0,0.0,0.0,0.90635,0.86501,0.0,0.86501,0.9856,0.0,0.0,0.9524,0.43871,1.89781,-1.06554,1.84659,-0.22379,0.49994,0.86501,0.0,3.37882,-0.66854,0.0,0.0,-0.19756,0.0,-1.5042,0.484,0.0,-0.97222,0.49671,0.85568,0.0,0.86501,0.0,0.0,0.24595,0.0,-0.17143,0.21567,-0.02854,-0.75,0.01312,0.83623,-0.61165,-0.54545,0.0,2.7088,1.16667,0
random_peptide_106,0.0,0.0,0.0,0.0,0.0,-0.14708,-0.14037,0.0,-0.14037,-0.15994,0.0,0.0,-0.15455,0.06531,1.32847,0.8395,-0.03357,-0.24306,-0.94983,-0.14037,0.0,1.5512,-0.6747,0.0,0.0,-0.03609,0.0,-0.64954,0.76886,0.0,0.08838,0.22216,-0.43946,0.0,-0.14037,0.0,0.0,-0.33856,0.0,0.23377,-0.2789,-0.80023,0.45,0.21346,0.67329,0.59167,0.0,0.0,-0.18534,-0.58333,0
random_peptide_107,0.0,0.0,0.1,0.0,0.0,-0.28697,-0.27388,0.0,-0.27388,-0.31206,0.0,0.0,-0.30155,0.78777,0.08626,-0.04971,0.86174,0.0399,-0.568,-0.27388,0.0,0.78498,1.29884,0.0,0.0,1.68254,0.0,0.37605,-0.32258,1.00168,0.48611,0.63356,-0.36768,0.0,-0.27388,0.0,0.125,0.48591,2.01318,-0.35714,0.62694,0.44937,-0.3,0.07433,-0.49831,0.23704,-1.21212,0.65923,-0.412,0.05303,0
random_peptide_108,0.0,0.0,0.11111,0.0,0.0,-0.14708,254.31916,0.0,-0.14037,48.16246,0.0,0.0,-0.15455,-1.85606,-0.37956,-0.29913,0.77221,-0.42266,0.49994,-0.14037,0.0,1.63703,0.00715,0.73257,0.0,0.91267,0.0,0.03419,-0.47056,1.91126,0.08838,-0.20951,0.93473,1.87209,-0.14037,0.0,0.0,0.59848,0.0,0.74026,-0.35924,0.64051,-0.91364,1.5491,-1.03043,-0.99541,0.0,1.67519,0.56341,0.11667,0
random_peptide_109,0.0,0.0,0.0,0.0,0.0,-0.28697,-0.27388,0.0,-0.27388,-0.31206,0.0,0.0,-0.30155,-1.26456,0.08626,-0.46237,0.12311,0.08872,-0.50094,-0.27388,0.0,0.78355,0.34316,0.0,0.0,0.49519,0.0,0.06267,0.05705,0.0,0.48611,0.54545,0.77886,0.0,-0.27388,0.0,0.0,-0.15589,0.94186,-0.82143,0.97017,0.94957,-0.05,0.38042,0.05435,-1.22982,0.45455,0.0,1.64705,-0.58333,0
random_peptide_110,0.0,0.0,0.0,0.0,0.0,0.32107,0.30643,0.0,0.30643,0.34915,0.0,0.0,0.33739,-1.10878,-0.13556,-1.01337,-0.73864,0.10023,-0.53447,0.30643,0.0,-0.21068,-0.7103,0.0,0.16667,-1.65364,0.0,0.37605,-0.37954,0.98685,0.72917,-0.07018,0.32725,0.0,0.30643,0.0,0.0,-0.2403,0.0,-1.28571,1.15044,0.80481,-0.3,-0.53783,0.81713,-0.22353,-0.79545,1.04842,0.62453,-0.58333,0
random_peptide_111,0.0,0.0,0.0,0.0,0.0,0.1555,0.14841,0.0,0.14841,0.1691,0.0,0.0,0.16341,-0.6323,0.47445,-0.54073,0.53346,0.91487,-0.45039,0.14841,0.0,-0.61914,-0.22675,0.0,0.0,-0.42843,0.0,-0.2507,1.08962,0.0,0.75617,-0.48115,0.43996,2.49612,0.14841,0.0,0.0,0.9138,0.0,-0.04762,0.20929,0.16491,0.11667,-1.04797,0.33894,-0.03106,1.0101,0.0,0.9607,0.29167,0
random_peptide_112,0.0,0.0,0.0,0.0,0.0,0.69239,0.66081,0.0,0.66081,0.75293,0.0,0.0,0.72757,-0.48091,0.18978,-0.69105,-0.61553,-1.29042,-0.49944,0.66081,0.0,0.51279,-0.53451,0.0,0.0,-0.75344,0.0,-1.5042,0.44266,0.0,-0.32407,0.1671,-0.53074,0.0,0.66081,0.0,0.0,1.42962,0.0,-0.35714,-0.25987,-0.38933,0.45,0.99259,-0.1645,0.64474,-2.87879,0.0,-0.13186,0.81667,0
random_peptide_113,0.0,0.0,0.0,0.08333,0.0,-0.54884,-0.52381,0.0,-0.52381,-0.59683,0.0,0.08333,-0.57673,0.75843,-0.07299,0.03222,-0.68588,-0.11424,0.001,73.86812,0.0,-0.53197,0.55825,0.0,0.0,-1.04472,0.1,0.37605,0.04516,1.81503,0.41667,-0.13339,-1.47891,0.0,-0.52381,0.0,0.1,0.00717,1.82393,0.30612,-0.50932,0.14604,0.23571,1.16749,0.11701,0.89406,1.16883,1.20919,-0.28794,-0.04487,0
random_peptide_114,0.08333,0.0,0.0,0.0,0.0,-0.54884,-0.52381,0.0,-0.52381,-0.59683,0.0,0.0,-0.57673,0.10714,-0.07299,-0.37945,-0.2638,-0.1902,-1.44977,-0.52381,0.0,0.63406,-0.37483,0.0,0.0,-0.24761,0.0,-0.56407,0.83068,0.9339,0.13889,-1.50019,-0.00459,1.36152,-0.52381,0.0,0.0,0.37919,0.0,-0.4898,-0.01807,-0.96313,0.45,0.11806,-0.13933,0.7012,-0.97403,0.61473,0.06024,-0.04487,0
random_peptide_115,0.0,0.0,0.11111,0.0,0.0,-0.14708,-0.14037,0.0,-0.14037,-0.15994,0.0,0.0,-0.15455,-0.17611,1.32847,0.12784,-0.57076,-0.54728,-0.40135,-0.14037,0.0,0.78165,-0.66327,0.0,0.0,-0.5592,0.0,-0.64954,0.16633,0.99911,0.44192,0.11187,-0.13133,1.87209,-0.14037,0.0,0.0,0.54817,0.0,0.74026,0.56398,0.59041,-0.36818,-0.45436,-0.67513,0.30017,0.90909,0.67751,0.56341,0.11667,0
random_peptide_116,0.0,0.0,0.0,0.0,0.0,0.90635,0.86501,0.0,0.86501,0.9856,0.0,0.0,0.9524,4.29408,-0.94891,-0.31952,-1.10795,-1.0147,-0.50094,0.86501,0.0,-0.61582,1.24951,0.0,0.0,2.24847,0.0,0.37605,-4.34308,1.9288,-0.58333,-0.56306,-1.84023,0.0,0.86501,0.0,0.0,-0.8625,0.96913,-1.28571,0.27812,0.71521,-0.15,-0.72148,-0.38816,1.02977,-0.54545,2.46348,-1.22442,-0.58333,0
random_peptide_117,0.16667,0.0,0.0,0.33333,0.0,0.32107,0.30643,0.0,0.30643,0.34915,0.0,0.33333,0.33739,0.35358,1.49114,1.02688,-1.10795,0.48112,2.00075,0.30643,0.0,0.01549,-0.2587,0.0,0.0,0.49586,0.0,-0.32904,-1.95353,0.0,0.0,-0.3539,-1.03698,2.99535,0.30643,0.0,0.0,1.18739,0.0,2.19643,-1.96588,-1.12916,0.45,-0.53783,3.89802,0.81348,-2.04545,0.0,-0.405,1.91667,0
random_peptide_118,0.0,0.0,0.08333,0.08333,0.0,-0.54884,-0.52381,0.0,-0.52381,-0.59683,0.0,0.08333,-0.57673,0.21476,0.36496,0.18521,-0.47484,-1.05366,1.50131,-0.52381,0.0,-0.74358,1.63241,0.67016,0.0,-0.49293,0.0,0.24175,-1.39049,0.0,0.55556,-0.51308,-0.46478,0.0,-0.52381,0.0,0.0,1.33995,1.64371,1.10204,-0.57404,-0.05902,0.45,1.16749,-0.79841,0.15354,-1.68831,0.0,0.40842,0.49359,0
random_peptide_119,0.0,0.0,0.0,0.0,0.0,0.90635,0.86501,0.0,0.86501,0.9856,0.0,0.0,0.9524,-0.20926,-0.94891,-1.49506,0.07386,1.70601,-0.0005,0.86501,0.0,-0.50978,-0.20788,0.0,0.0,0.30243,0.0,0.37605,1.52639,0.0,-0.19444,-0.16705,0.60678,0.0,0.86501,0.0,0.0,-1.01339,0.0,-1.28571,0.28946,0.57381,-2.55,-0.72148,1.65049,-1.23469,-0.54545,0.0,0.42283,-0.58333,0
random_peptide_120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00752,-0.94891,0.01258,-0.51705,-0.49122,0.49944,0.0,0.0,0.04284,0.73009,0.0,0.0,-0.22101,0.0,0.18802,-0.04055,0.0,0.19444,-1.01088,0.08735,0.0,0.0,0.0,0.0,0.40178,1.01868,-0.17143,-0.18252,-0.14343,-0.45,0.38042,0.29768,-0.79963,-0.54545,0.0,0.25474,0.19444,0
random_peptide_121,0.0,0.0,0.0,0.0,0.0,-0.28697,-0.27388,0.0,-0.27388,-0.31206,0.0,0.0,-0.30155,1.7852,0.08626,-0.36259,0.86174,-1.25282,-0.51895,-0.27388,0.0,0.41749,0.48668,0.0,0.0,-1.99939,0.0,-0.40739,-1.2331,0.99259,0.16204,-0.69654,0.00685,1.66408,-0.27388,0.0,0.0,-0.08978,0.99746,-0.35714,0.77692,-0.01591,-0.05,-0.53783,0.67748,0.70056,-0.37879,0.69808,-0.412,0.05303,0
random_peptide_122,0.0,0.0,0.25,0.0,0.0,0.69239,0.66081,0.0,0.66081,69.09112,0.0,0.0,0.72757,-0.49284,1.32847,-0.91255,0.36932,-0.33019,0.49994,0.66081,0.0,3.00436,-0.1265,0.0,0.0,0.25546,0.0,-1.5042,-0.04099,0.0,0.32407,1.20729,0.83284,4.99225,0.66081,0.0,0.0,1.42306,0.0,-0.35714,0.0278,0.31451,-0.55,-0.84392,0.49673,-0.77122,-1.21212,0.0,2.05326,0.81667,0
random_peptide_123,0.0,0.0,0.0,0.0,0.0,0.32107,0.30643,0.0,0.30643,0.34915,0.0,0.0,0.33739,-0.08288,-0.13556,0.47294,0.0,-0.29796,0.0,0.30643,0.0,1.03857,-0.42036,0.0,0.0,0.12422,0.0,-1.5042,0.32197,0.0,0.72917,1.17949,0.10136,2.99535,0.30643,0.0,0.0,0.56831,0.0,0.10714,-0.4772,-0.29509,0.45,-0.53783,-0.21067,-0.33571,-0.79545,0.0,0.01522,-0.08333,0
random_peptide_124,0.0,0.0,0.0,0.0,0.0,106.29755,0.86501,0.0,0.86501,0.9856,0.0,0.0,74.78358,0.06173,-0.94891,0.44035,1.25568,0.33435,1.00038,0.86501,0.0,1.26295,1.9096,0.0,0.0,3.71609,0.0,-0.37605,-0.79897,1.07558,0.58333,-0.83259,-1.69098,7.48837,0.86501,0.0,0.0,0.66621,1.08085,0.94286,-1.96041,-0.61818,0.45,0.74772,10.10797,0.79638,-0.54545,0.98168,-0.88824,1.16667,0
random_peptide_125,0.0,0.0,0.11111,0.0,0.0,-0.14708,-0.14037,0.0,-0.14037,-0.15994,0.0,0.0,-0.15455,1.11372,-0.37956,0.10405,-0.57076,-0.43545,1.04992,-0.14037,0.0,0.77898,1.18636,0.69103,0.0,1.33011,0.0,0.20512,0.27898,1.02424,0.26515,0.23223,0.94565,1.87209,-0.14037,0.0,0.14286,0.85145,1.02926,1.24675,-0.54416,-0.34309,0.45,1.5491,-1.23822,-0.31431,0.0,0.66684,-0.18534,0.46667,0
random_peptide_126,0.0,0.0,0.0,0.0,0.0,0.49895,0.47619,0.0,0.47619,0.54258,0.0,0.0,0.52431,-0.0905,-0.94891,0.46645,0.15828,-0.55222,0.49994,109.97814,0.0,0.34268,-0.32219,0.0,0.0,1.87335,0.0,-0.96698,0.89932,1.02813,0.13889,0.28604,-0.3848,0.0,0.47619,0.0,0.0,0.03885,0.0,-0.4898,-0.94323,-1.38444,-0.40714,1.16749,0.00193,0.06317,-0.25974,0.9512,-0.26392,0.58333,0
random_peptide_127,0.0,0.0,0.0,0.0,0.0,-0.54884,-0.52381,0.0,-0.52381,-0.59683,0.0,0.0,-0.57673,0.09713,0.36496,-0.41458,-0.05276,0.82757,0.04904,-0.52381,0.0,-0.13426,1.04446,0.0,0.0,-0.38498,0.0,0.37605,0.62626,0.0,0.69444,0.17573,0.01356,0.0,-0.52381,0.0,0.0,-0.22417,1.98127,-0.09184,0.66603,0.29193,0.23571,0.11806,-0.26464,-0.38071,-0.25974,0.0,0.40842,-0.3141,0
random_peptide_128,0.0,0.0,0.0,0.0,0.0,0.1555,0.14841,0.0,0.14841,0.1691,1.0,0.0,0.16341,1.57215,0.47445,0.65866,0.86174,-0.59739,-0.001,0.14841,0.0,0.1882,-0.49885,0.0,0.0,0.30195,0.0,-0.45962,0.59217,0.0,-0.10802,-0.15712,0.57092,0.0,0.14841,0.0,0.0,-0.29918,0.0,-0.04762,0.83689,0.86971,-0.88333,-0.63986,0.07297,-1.56025,-0.10101,0.0,1.33423,-0.58333,0
random_peptide_129,0.0,0.09091,0.0,0.0,0.0,-0.54884,-0.52381,0.0,-0.52381,-0.59683,1.0,0.0,40.37744,-1.24923,-0.07299,-0.70569,0.7914,0.78259,1.50081,-0.52381,0.0,0.57952,0.87899,0.0,0.0,1.80044,0.1,0.24175,0.04062,3.10052,-0.27778,-0.56501,-0.63531,1.36152,-0.52381,0.0,0.1,0.19158,2.07715,0.30612,-0.52643,0.58779,-0.19286,-0.1443,-0.67303,0.22833,0.45455,1.79253,0.1803,0.49359,0
random_peptide_130,0.09091,0.0,0.0,0.0,0.0,-0.42064,-0.40145,0.0,-0.40145,-0.45742,0.0,0.0,-0.44201,-0.08816,0.47445,-0.11036,0.48295,-0.44816,2.00075,-0.40145,0.0,1.24963,-0.36461,0.0,0.0,-0.08864,0.0,0.37605,-0.73554,0.0,-0.07479,0.51686,-0.45078,1.49767,-0.40145,0.0,0.0,0.06084,0.0,0.85714,-1.00368,0.23882,-0.47308,-0.04339,2.70528,-0.0537,0.83916,0.0,0.28836,0.875,0
random_peptide_131,0.33333,0.0,0.0,0.0,0.0,0.90635,0.86501,0.0,0.86501,0.9856,0.0,0.0,0.9524,-0.94574,0.47445,-1.14233,-1.10795,-1.78334,1.00038,0.86501,0.0,2.15148,0.17575,0.0,0.0,1.17295,0.0,-1.5042,-2.97302,0.0,-0.19444,0.88037,0.31479,0.0,0.86501,0.0,0.0,2.49598,0.0,0.94286,-1.14788,0.15121,0.45,-0.72148,-1.70797,0.14163,-2.54545,0.0,0.08666,2.04167,0
random_peptide_132,0.0,0.0,0.0,0.0,0.0,-0.42064,-0.40145,0.0,-0.40145,-0.45742,0.0,0.0,-0.44201,-0.10976,-0.47445,-0.76278,-0.65341,1.54193,-0.99987,-0.40145,0.0,0.20356,0.58298,0.0,0.0,0.05251,0.0,0.37605,0.52059,0.0,-0.07479,-0.46019,-0.39869,0.0,-0.40145,0.0,0.0,-0.77718,0.96423,-1.28571,0.07992,-0.49549,-0.70385,0.23915,0.11371,-0.04228,0.83916,0.0,-0.3452,-0.58333,0
random_peptide_133,0.09091,0.1,0.09091,0.09091,0.0,-0.42064,-0.40145,0.0,-0.40145,-0.45742,0.0,0.09091,-0.44201,-1.01503,0.94891,-0.39791,0.48295,-1.7897,-0.03303,-0.40145,0.0,0.57142,0.58312,0.0,0.0,-0.64955,0.11111,-0.63639,1.34702,0.93294,-0.37393,-1.1277,-0.7037,0.0,-0.40145,0.0,0.0,1.55169,0.93751,0.0,0.01685,-0.2222,0.45,-0.04339,0.50206,0.69816,0.06993,0.61458,0.15906,0.875,0
random_peptide_134,0.0,0.0,0.0,0.0,0.0,-0.42064,-0.40145,0.0,-0.40145,-0.45742,0.0,0.0,-0.44201,0.15652,-0.47445,0.05803,0.25568,-0.28469,-0.50044,-0.40145,0.0,-0.10806,-0.42048,0.0,0.0,1.36765,0.0,-0.92566,0.32428,2.01245,0.37393,0.18325,0.59564,0.0,-0.40145,0.0,0.0,-0.33309,0.0,0.0,-0.00273,-0.03487,0.45,-0.60847,0.25487,0.06188,-0.6993,1.44066,-0.59086,-0.29167,0
random_peptide_135,0.0,0.0,0.0,0.0,0.0,0.69239,0.66081,0.0,0.66081,0.75293,0.0,0.0,0.72757,0.02569,0.18978,-0.1358,1.35417,0.79389,-1.00038,0.66081,0.0,0.6008,-0.42993,0.0,0.0,0.16667,0.0,-1.5042,-0.45023,0.0,-0.97222,-1.24138,-0.19688,0.0,0.66081,0.0,0.0,-1.10099,0.0,-1.28571,0.8371,-0.79826,-0.55,-0.23175,-0.70243,0.84786,2.12121,0.0,0.40042,-0.58333,0
random_peptide_136,0.0,0.0,0.0,0.1,0.0,-0.28697,-0.27388,0.0,-0.27388,-0.31206,0.0,0.0,-0.30155,-0.35038,0.08626,0.5522,0.12311,-0.589,-0.51745,-0.27388,0.0,0.46173,0.88207,0.0,0.0,-0.26505,0.0,0.21936,-1.16657,0.0,-0.16204,-0.27575,-0.88203,0.0,-0.27388,0.0,0.0,0.05675,1.8063,0.10714,-0.28968,-0.77387,0.45,-0.23175,-0.90211,1.31169,-0.37879,0.0,-1.22442,0.05303,0
random_peptide_137,0.0,0.0,0.0,0.0,0.0,0.90635,0.86501,0.0,0.86501,0.9856,0.0,0.0,0.9524,-1.3655,-0.94891,0.33163,0.66477,-0.29832,0.49994,0.86501,0.0,-0.2818,-0.13561,0.0,0.0,0.39825,0.0,-0.7521,-0.99397,0.0,-0.58333,-0.45083,0.06372,0.0,0.86501,0.0,0.0,-0.43479,0.0,0.94286,-0.80736,0.35881,-1.95,0.01312,-1.35437,-1.34083,1.45455,0.0,0.42283,0.29167,0
random_peptide_138,0.0,0.0,0.0,0.0,0.0,-0.54884,-0.52381,0.0,-0.52381,-0.59683,0.0,0.0,-0.57673,-0.43553,-0.07299,0.40744,1.21347,0.36499,-0.5675,-0.52381,0.0,-0.28251,-0.52618,0.0,0.0,-1.46119,0.0,-0.42977,-0.46205,0.0,0.0,0.46923,-0.83441,0.0,-0.52381,0.0,0.0,0.20165,0.0,-0.09184,0.28741,0.029,0.45,-0.1443,-0.4958,0.66725,1.16883,0.0,-0.63611,0.22436,0
random_peptide_139,0.0,0.0,0.0,0.0,0.0,0.49895,0.47619,0.0,0.47619,0.54258,0.0,0.0,0.52431,0.58541,-0.94891,0.35167,-0.2638,-0.43246,-0.95133,0.47619,0.0,0.38579,-0.56338,0.0,0.0,-1.27566,0.0,-1.5042,-1.01243,0.0,0.41667,1.72493,0.01771,0.0,0.47619,0.0,0.0,0.36757,0.0,0.30612,1.41578,-0.07159,0.02143,0.64278,-0.27383,0.03251,-1.68831,0.0,-0.50405,-0.58333,0
random_peptide_140,0.0,0.0,0.0,0.0,0.0,0.90635,0.86501,0.0,0.86501,0.9856,0.0,0.0,0.9524,-1.35264,0.47445,-1.62836,0.07386,-0.33648,0.49994,0.86501,0.0,2.2361,0.16607,0.0,0.0,3.14812,1.0,0.37605,0.08955,2.12446,-0.58333,0.18599,0.64537,0.0,0.86501,0.0,0.0,0.1834,0.0,-0.17143,-0.72582,-1.20963,-1.95,-1.45608,-6.59935,0.52836,1.45455,2.30226,0.72538,0.29167,0
random_peptide_141,0.0,0.0,0.08333,0.08333,0.0,-0.54884,-0.52381,0.0,-0.52381,41.78472,0.0,0.08333,-0.57673,0.19227,0.36496,-0.11211,0.36932,-1.41962,0.05004,-0.52381,0.0,0.10482,0.57371,0.0,0.0,0.83097,0.0,-0.29547,-1.06217,0.0,0.0,0.022,0.57216,2.72304,-0.52381,0.5,0.0,1.26518,0.9407,0.30612,0.08214,-0.42165,0.02143,-0.66901,-0.99776,-0.07826,-0.97403,0.0,-0.408,0.49359,0
random_peptide_142,0.09091,0.0,0.09091,0.0,0.0,-0.42064,-0.40145,0.0,-0.40145,-0.45742,0.0,0.0,-0.44201,-0.33499,0.47445,0.14865,-0.88068,-0.5293,0.89879,-0.40145,0.0,-0.48492,1.53377,0.70441,0.0,-2.92047,0.0,-0.20249,-1.17334,0.0,0.07479,0.31049,0.26708,1.49767,-0.40145,0.0,0.0,1.5515,2.03798,0.0,-0.17668,-0.15159,-0.93462,-0.04339,-0.56026,-0.17646,0.06993,0.0,-0.2159,0.58333,0
random_peptide_143,0.14286,0.0,0.0,0.0,0.0,0.1555,0.14841,0.0,0.14841,0.1691,1.0,0.0,0.16341,0.69154,-0.23723,0.10315,0.53346,-0.22873,1.49981,0.14841,0.0,0.95834,-0.32254,0.0,0.0,-0.51554,0.0,-1.5042,-0.58142,0.0,0.54012,-0.96257,0.96139,0.0,0.14841,0.0,0.0,-0.00091,0.0,1.19048,-0.82583,-0.52772,0.45,-1.04797,1.36284,-0.01875,-0.10101,0.0,0.9607,0.72917,0
random_peptide_144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46934,-0.94891,0.43249,-0.22159,1.46326,0.04954,0.0,0.0,-0.86889,1.42128,0.0,0.0,1.81736,0.0,0.18802,-0.1692,2.77844,-0.19444,0.16357,-1.22108,2.13953,0.0,0.0,0.0,-0.28373,1.86137,-0.17143,-0.66785,-0.64735,0.45,-0.72148,-1.07373,0.85242,-0.54545,2.55309,-1.05633,-0.19444,0
random_peptide_145,0.0,0.0,0.0,0.0,0.0,0.1555,0.14841,0.0,0.14841,0.1691,0.0,0.0,0.16341,-0.31486,-0.23723,-0.64587,-0.45139,0.05292,0.04904,0.14841,0.0,0.1984,-0.70029,0.0,0.0,-0.40821,0.0,0.16713,-0.32496,0.97278,-0.75617,0.64393,0.46846,0.0,0.14841,0.0,0.0,-0.99161,0.0,-0.66667,0.74564,1.1122,-0.55,0.17636,-0.19462,-0.88902,-0.10101,1.09886,1.68908,-0.58333,0
random_peptide_146,0.0,0.0,0.0,0.0,0.0,0.90635,0.86501,0.0,805.53671,0.9856,0.0,0.0,0.9524,0.79209,1.89781,1.23822,0.07386,-0.60272,0.09809,0.86501,0.0,-0.54089,-0.77564,0.0,0.0,-0.25073,0.0,-1.5042,-0.54455,0.0,-0.58333,-2.91621,0.83227,0.0,0.86501,0.0,0.0,-0.53128,0.0,2.05714,0.77942,-0.39112,-0.75,0.74772,1.02699,-0.19384,-0.54545,0.0,0.08666,-0.58333,0
random_peptide_147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57146,0.3163,-0.42591,-0.8125,-0.03196,0.49994,0.0,0.0,-0.65754,-0.32813,0.0,0.0,-0.36261,0.0,-0.56407,0.8112,0.0,-0.19444,-0.65608,1.13193,0.0,0.0,0.0,0.0,0.66009,0.0,0.38571,0.1771,1.58738,-0.45,-0.72148,0.51603,-1.84277,-0.54545,0.0,1.56581,0.19444,0
random_peptide_148,0.0,0.0,0.0,0.0,0.0,0.1555,0.14841,0.0,0.14841,0.1691,1.0,0.0,0.16341,2.12074,-0.23723,-0.34108,0.53346,0.71558,0.49994,0.14841,0.0,-0.63492,0.65133,0.0,0.0,-0.09912,0.0,0.16713,1.88668,0.0,-0.75617,-0.10572,-0.64095,0.0,0.14841,0.0,0.0,0.03948,0.9415,-0.04762,-0.13471,0.42281,0.45,-0.23175,0.96259,0.18696,1.0101,0.0,0.23233,0.29167,0
random_peptide_149,0.0,0.0,0.0,0.14286,0.0,0.1555,0.14841,0.0,0.14841,0.1691,0.0,0.14286,0.16341,-0.4916,1.18613,-0.2979,-0.12311,-0.76913,1.00088,0.14841,0.0,1.02515,0.02782,0.0,0.0,-0.26524,0.0,-0.45962,1.8861,0.0,-0.10802,-0.831,-0.71035,0.0,0.14841,0.0,0.0,0.54476,0.0,1.19048,-1.11303,-0.75122,0.45,0.58447,-0.98197,0.45723,-1.21212,0.0,-0.30928,0.29167,0
random_peptide_150,0.0,0.0,0.0,0.0,0.0,0.69239,0.66081,0.0,0.66081,0.75293,0.0,0.0,0.72757,-0.40797,-0.94891,0.27613,-1.10795,1.58132,1.50081,0.66081,0.0,0.56359,-0.21951,0.0,0.0,2.9117,0.0,0.06267,-0.06775,1.51764,-0.32407,-0.06281,-2.13854,0.0,0.66081,0.0,0.0,0.27817,0.0,1.5,-2.36094,-0.62585,0.45,1.60475,5.84206,2.05983,-2.87879,1.90605,-1.22442,1.51667,0
random_peptide_151,0.0,0.0,0.0,0.0,0.0,0.49895,0.47619,0.0,657.48789,0.54258,0.0,0.0,0.52431,-1.4288,0.0,0.1088,-0.68588,0.8102,-1.49981,0.47619,0.0,0.11659,0.41652,0.0,0.0,0.28697,0.0,-0.42977,0.23459,0.0,-0.13889,-1.07063,-1.79026,0.0,0.47619,0.0,0.0,-0.76813,0.8839,-0.4898,-0.13308,-0.69174,0.45,0.64278,-0.00341,1.00247,-1.68831,0.0,-1.22442,-0.58333,0
