,GTPC_uncharger.postivecharger.alphaticr,CKSAAP_GP.gap2,GTPC_alphaticr.postivecharger.alphaticr,CKSAAGP_postivecharger.postivecharger.gap1,CKSAAP_PK.gap3,DDE_PG,DDE_TW,CKSAAP_TK.gap1,DDE_MQ,DDE_RA,CTriad_g1.g2.g3,ABHPRK__33,DDE_RP,NMBroto_CHAM810101.lag2,CTDT_hydrophobicity_PRAM900101.Tr1331,MSW__6,CTDD_hydrophobicity_CASG920101.2.residue50,Z3__17,Calculate_charge,DDE_RQ,DPC_GF,Kytedoolittle,Z3__16,PAAC_Xc1.W,CKSAAP_DP.gap1,NMBroto_CHAM820102.lag1,ABHPRK__55,CTDD_hydrophobicity_FASG890101.2.residue100,Z3__24,APAAC_Pc1.P,CTDD_hydrophobicity_PONP930101.2.residue75,Z5__19,MSW__1,CKSAAGP_uncharger.postivecharger.gap2,DDE_NT,CTriad_g4.g5.g1,ABHPRK__75,PAAC_Xc2.lambda1,APAAC_Pc1.G,CTDC_normwaalsvolume.G3,Z3__11,Ez__22,CTDD_hydrophobicity_PRAM900101.1.residue100,CTDD_hydrophobicity_ARGP820101.1.residue50,Z3__30,Ez__6,CTDD_charge.2.residue50,QSO3_SC_P,Aliphatic_Index,CTDT_charge.Tr1221,y
random_peptide_992,0.0,0.0,0.0,0.0,0.0,-0.15994,-0.14037,0.0,-0.14037,-0.15994,0.0,0.0,-0.15994,-0.16527,-0.27132,0.83232,0.32468,-0.53449,-0.45,-0.15994,0.0,-0.22425,-0.16856,0.76581,0.0,-0.17162,0.0,-0.1497,0.59403,0.0,-0.1958,-0.25881,0.16306,0.0,-0.14037,0.0,0.0,0.07982,-0.84868,1.17483,-0.38472,0.19559,0.10227,-0.56,-0.34308,-0.16087,0.0,0.0,-1.0068,-0.19744,0
random_peptide_993,0.0,0.0,0.0,0.0,0.0,0.75293,0.66081,0.0,0.66081,0.75293,0.0,0.0,0.75293,-4.66471,0.13566,0.11083,-0.63492,-2.82256,0.5,0.75293,0.0,1.22082,1.19194,0.70222,0.0,-0.6087,0.0,-0.6175,3.9935,0.0,-0.08974,-0.48388,0.97885,0.0,0.66081,0.0,0.0,1.34542,0.05001,1.41346,-0.27932,1.44767,0.375,0.44,1.70569,-1.24544,-1.21212,0.0,0.80097,0.16923,0
random_peptide_994,0.0,0.0,0.0,0.0,0.0,-0.59683,-0.52381,0.0,-0.52381,-0.59683,0.0,0.0,-0.59683,-0.45112,0.26088,-0.87249,-0.47619,-0.09034,-0.5,-0.59683,0.0,-0.76343,-0.26256,0.0,0.08333,0.33794,0.0,-0.0294,0.32038,0.92342,1.07692,0.43867,1.26697,0.0,-0.52381,0.0,0.1,-0.9596,-0.84868,-0.46154,0.97964,1.41219,-0.91071,0.75429,-0.338,-1.18673,-0.25974,0.97837,1.14272,-0.5641,0
random_peptide_995,0.0,0.0,0.0,0.0,0.0,0.75293,0.66081,0.0,0.66081,0.75293,0.0,0.0,0.75293,1.11373,1.76357,-0.13206,0.47619,-0.92362,-0.5,0.75293,0.0,0.05755,-0.66316,0.0,0.0,0.22115,0.0,0.41167,0.23822,0.0,0.68803,1.45175,-0.43365,0.0,0.66081,0.0,0.0,0.89872,-0.84868,-1.21154,1.47227,0.24257,0.375,-0.29333,0.90185,-0.08359,0.45455,0.0,1.05016,-0.5641,0
random_peptide_996,0.0,0.0,0.0,0.0,0.0,0.9856,0.86501,0.0,0.86501,0.9856,0.0,0.0,0.9856,-0.01984,0.33915,1.13342,0.80952,0.19415,-0.45,0.9856,0.0,1.83363,-0.57293,0.0,0.0,-0.50188,0.0,0.41167,-0.64469,0.0,0.14359,-0.3469,0.32435,0.0,0.86501,0.0,0.0,0.11442,-0.84868,0.88846,0.2669,0.30772,-1.425,0.0,-0.67093,-0.65412,1.45455,0.0,0.0235,-0.5641,0
random_peptide_997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,-0.40618,0.2261,-0.58639,0.14286,0.65018,0.0005,0.0,0.0,-0.27038,0.30898,0.0,0.0,-0.41131,0.0,0.0,1.0138,0.0,-1.02308,0.08111,0.52122,0.0,0.0,0.0,0.0,-0.17978,0.10155,0.36346,0.00957,0.66818,0.375,0.44,0.23228,-0.93214,-0.54545,0.0,0.6066,-0.1567,0
random_peptide_998,0.0,0.0,0.0,0.0,0.0,0.1691,0.14841,0.0,0.14841,0.1691,0.0,0.0,0.1691,0.11781,0.33915,0.14369,-0.44974,0.2008,0.001,0.1691,0.0,0.34419,-0.51803,0.0,0.0,-1.12858,0.0,-1.64667,-0.31424,0.0,0.5584,2.27281,-0.04259,0.0,0.14841,0.0,0.0,0.67472,-0.84868,0.53846,-0.45762,-0.11409,0.04167,0.19556,0.15528,-0.0622,-2.32323,0.0,0.9671,0.8109,0
random_peptide_999,0.0,0.0,0.0,0.0,0.0,0.1691,0.14841,0.0,0.14841,0.1691,0.0,0.0,0.1691,0.38562,0.33915,0.12903,-0.82011,-0.88545,0.001,0.1691,0.0,0.74551,-0.5021,0.0,0.0,0.35293,0.0,-0.27444,-0.93951,0.0,-0.99715,-1.45072,-1.15085,2.83333,0.14841,0.0,0.0,0.71458,-0.84868,-0.04487,-0.04277,0.07368,0.375,0.19556,-0.29189,1.04814,-1.21212,0.0,-0.32869,0.35256,0
random_peptide_1000,0.0,0.0,0.0,0.0,0.0,0.1691,0.14841,0.0,0.14841,0.1691,0.0,0.0,0.1691,-0.07377,0.33915,-0.36988,-0.07937,-0.55155,-1.499,0.1691,0.0,-0.95403,-0.70662,0.0,0.0,-1.23252,0.0,-1.64667,0.35959,0.0,-1.25641,-1.06862,0.06354,0.0,0.14841,0.0,0.0,0.0478,-0.84868,-0.62821,1.47644,1.95834,-0.29167,0.19556,0.0986,-0.28788,-0.10101,0.0,0.15307,-0.5641,0
random_peptide_1001,0.0,0.0,0.0,0.0,0.0,0.9856,0.86501,0.0,0.86501,0.9856,0.0,0.0,0.9856,0.32907,1.35659,-0.12206,1.47619,-0.47293,0.5,0.9856,0.0,2.89499,-0.22607,0.0,0.0,0.05043,0.0,-1.64667,-0.87905,0.0,1.07692,0.45063,0.08495,8.5,0.86501,0.0,0.0,0.50941,-0.84868,-0.16154,-0.76911,-0.68542,0.375,-0.88,3.87469,0.34577,-0.54545,0.0,0.89068,0.35256,0
random_peptide_1002,0.0,0.0,0.0,0.0,0.0,0.34915,0.30643,0.0,0.30643,0.34915,0.0,0.0,0.34915,0.91608,0.4845,-0.73559,1.72619,0.1734,0.5,0.34915,0.0,0.77576,-0.62537,0.0,0.0,0.04949,0.0,-0.10292,0.44669,0.98629,-1.25641,-0.54125,-0.30738,3.4,0.30643,0.0,0.0,-0.54794,-0.84868,0.10096,-0.44598,0.13122,0.375,-0.11,0.98731,0.43751,-0.79545,1.21633,-0.41383,-0.04029,0
random_peptide_1003,0.0,0.0,0.0,0.0,0.0,-0.31206,-0.27388,0.0,-0.27388,-0.31206,0.0,0.0,-0.31206,0.90514,-0.67829,0.5606,0.19841,0.07881,-0.5,-0.31206,0.0,-0.51668,-0.48436,0.0,0.0,-1.96178,0.0,0.06861,-0.4099,2.92032,-0.28419,-0.32171,0.35415,0.0,-0.27388,0.0,0.0,-0.54838,-0.84868,-0.33654,-0.08215,-0.1303,-1.125,0.44,0.82959,-0.25846,-0.37879,3.01791,-0.51974,-0.5641,0
random_peptide_1004,0.0,0.0,0.0,0.0,0.0,-0.45742,-0.40145,0.0,-0.40145,-0.45742,0.0,0.0,-0.45742,-0.16374,1.69574,0.15216,-0.67766,-0.58204,0.0,-0.45742,0.08333,1.25217,-0.00116,0.0,0.0,-0.24777,0.0,0.25333,0.40398,0.0,0.53846,-0.21394,-0.53541,1.7,-0.40145,0.0,0.0,0.38173,0.10054,0.40385,0.50561,0.42004,0.14423,-0.06769,1.0053,0.22377,0.06993,0.0,0.0879,0.35256,0
random_peptide_1005,0.0,0.0,0.0,0.0,0.0,-0.59683,-0.52381,0.0,-0.52381,-0.59683,0.0,0.0,-0.59683,-0.50974,0.26088,-0.53214,-0.47619,0.64489,-0.5675,-0.59683,0.0,-0.09732,-0.51428,0.0,0.0,-0.56838,0.0,-1.35262,-0.10804,0.0,-0.75641,-0.34619,0.40988,0.0,-0.52381,0.0,0.0,-1.11651,-0.84868,-1.21154,0.80992,-0.53429,-0.26786,0.12571,-1.96201,-0.02717,0.45455,0.0,0.4165,-0.5641,0
random_peptide_1006,0.0,0.0,0.0,0.0,0.0,0.1691,0.14841,0.0,0.14841,0.1691,0.0,0.0,0.1691,2.41667,-0.67829,0.95612,-1.19048,0.1827,-1.4985,0.1691,0.0,-0.89329,2.80619,0.0,0.0,-0.7813,0.0,0.18296,-0.62217,0.0,0.29915,-1.61969,-2.25682,0.0,0.14841,0.0,0.0,0.16771,2.45293,-0.62821,1.06932,0.59137,0.375,0.19556,-1.58365,1.24496,-2.32323,0.0,-1.14272,-0.10577,0
random_peptide_1007,0.0,0.0,0.0,0.0,0.0,-0.15994,-0.14037,0.0,-0.14037,-0.15994,0.0,0.0,-0.15994,0.11717,1.35659,0.05562,0.02165,-0.18303,-0.033,-0.15994,0.0,1.39603,-0.82558,0.0,0.0,-0.42117,0.0,0.41167,0.61927,0.99505,0.44056,0.57374,-0.77978,2.125,-0.14037,0.0,0.14286,-0.06235,-0.84868,-0.73427,-0.09859,0.11664,-0.17045,0.24,-0.05109,0.29092,-0.90909,0.90671,0.97767,-0.19744,0
random_peptide_1008,0.0,0.0,0.0,0.0,0.0,0.9856,0.86501,0.0,0.86501,0.9856,0.0,0.0,0.9856,-0.03427,0.33915,2.30639,-1.19048,0.41973,0.0005,0.9856,0.0,-0.14797,-0.92395,0.0,0.0,-0.25736,0.0,-1.64667,-0.53166,0.0,-1.25641,0.97329,-1.31077,8.5,0.86501,0.0,0.0,0.21354,-0.84868,0.88846,-1.76172,-1.85356,-0.225,-0.88,-0.55409,1.17618,-2.54545,0.0,-1.14272,1.26923,0
random_peptide_1009,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,50.93628,0.0,0.0,0.0,-1.58092,-0.2261,0.14514,-0.52381,0.45965,0.5,0.0,0.0,0.30029,0.57105,0.0,0.0,0.24155,0.0,-0.41167,0.74618,0.0,0.84359,0.87662,0.77101,2.42857,0.0,0.0,0.0,0.63614,0.04683,0.36346,-0.1999,0.99195,0.075,0.44,-0.17542,-1.66942,-0.54545,0.0,0.75612,0.25071,0
random_peptide_1010,0.0,0.0,0.0,0.0,0.0,-0.15994,-0.14037,0.0,-0.14037,-0.15994,0.0,0.0,-0.15994,0.20629,0.54264,-1.26343,0.32468,1.73514,-0.499,-0.15994,0.0,1.67067,0.33257,0.0,0.0,0.18397,0.0,-1.27242,0.97923,0.0,-0.83217,0.83124,0.94089,0.0,-0.14037,0.0,0.0,-0.25204,0.09248,-0.73427,0.54743,-0.29985,0.375,-0.56,0.71289,-0.40579,-0.90909,0.0,1.37184,-0.19744,0
random_peptide_1011,0.0,0.0,0.09091,0.0,0.0,65.71075,-0.40145,0.0,-0.40145,43.6547,0.0,0.0,-0.45742,7.50045,-0.67829,0.52007,-0.42125,4.19569,0.5,-0.45742,0.0,-0.5092,2.66394,0.0,0.0,2.65409,0.11111,0.25333,0.77623,0.9844,0.53846,-0.07759,-0.64193,0.0,-0.40145,0.0,0.0,-0.34529,3.89913,-0.80769,-0.38123,-0.64534,-1.47115,0.94769,-0.86144,-0.47914,0.83916,1.02653,-0.56766,0.04701,0
random_peptide_1012,0.0,0.0,0.0,0.11111,0.0,-0.15994,-0.14037,0.0,-0.14037,-0.15994,0.0,0.11111,-0.15994,-0.07165,0.13566,0.78329,1.5368,-0.41685,1.966,-0.15994,0.0,0.8093,-0.34682,0.0,0.0,1.17808,0.0,-1.64667,0.52715,0.0,0.22844,1.43304,-0.34709,4.25,-0.14037,0.0,0.0,0.46014,-0.84868,2.12937,-1.92663,-0.45556,-0.44318,-0.96,2.20052,0.26624,-0.90909,0.0,-1.14272,1.26923,0
random_peptide_1013,0.0,0.0,0.0,0.0,0.0,-0.45742,-0.40145,0.0,-0.40145,-0.45742,0.0,0.0,-0.45742,0.46551,0.0,-0.88482,0.09158,0.22621,0.0005,-0.45742,0.0,-0.25465,-0.37041,0.0,0.0,0.81115,0.0,0.095,0.5501,0.98473,0.89744,1.31971,0.36376,1.7,-0.40145,0.0,0.11111,-0.1617,-0.84868,0.0,-0.16762,0.15896,0.14423,-0.74462,0.06031,-0.57421,-0.6993,0.85939,0.42143,0.04701,0
random_peptide_1014,0.0,0.0,0.0,0.0,0.0,0.54258,0.47619,0.0,0.47619,0.54258,0.0,0.0,0.54258,0.72404,-0.67829,-0.36534,-0.2381,2.26349,-0.034,0.54258,0.0,-0.07575,1.01844,0.0,0.0,-0.35693,0.0,0.41167,-1.00873,0.0,-0.25641,0.37291,1.78581,0.0,0.47619,0.0,0.0,-1.21796,-0.00441,-0.46154,1.04077,-0.19679,-2.625,2.64,0.40182,-1.21479,-0.25974,0.0,1.14272,-0.5641,0
random_peptide_1015,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1105,0.2261,2.51776,-0.19048,0.41548,0.549,0.0,0.0,0.87275,0.22427,1.46308,0.0,0.37571,0.0,-1.235,0.93705,0.0,0.14359,-2.33434,1.17129,2.42857,0.0,0.0,0.0,1.06298,-0.84868,2.46346,-0.78931,-0.08625,0.075,-0.88,-2.49392,-0.49439,-1.54545,0.0,-0.55961,0.65812,0
random_peptide_1016,0.0,0.0,0.0,0.0,0.0,-0.15994,-0.14037,0.0,-0.14037,-0.15994,0.0,0.0,-0.15994,1.13426,0.94961,0.6217,-0.58442,-0.55018,-0.9835,-0.15994,0.0,0.73575,0.09742,0.0,0.0,1.65073,0.0,0.41167,-0.26948,0.0,0.8648,1.02083,0.1383,2.125,-0.14037,0.0,0.0,0.22583,0.13458,-0.25699,0.86462,0.44767,-0.17045,-0.16,-0.94912,0.22583,0.0,0.0,0.44757,-0.5641,0
random_peptide_1017,0.0,0.0,0.0,0.0,0.0,-0.15994,-0.14037,0.0,-0.14037,-0.15994,0.0,0.0,-0.15994,-0.46195,0.54264,-0.98453,0.02165,0.34674,0.5,-0.15994,0.0,0.88644,-0.12536,0.0,0.11111,0.2311,0.0,0.41167,0.41851,1.08241,0.22844,-0.15593,0.02314,0.0,-0.14037,0.0,0.0,-0.24008,-0.84868,-0.25699,0.21661,-0.63105,0.375,0.64,0.10746,0.39223,0.0,0.7639,0.5699,0.5359,0
random_peptide_1018,0.16667,0.0,0.0,0.0,0.0,0.34915,0.30643,0.0,0.30643,58.10546,0.0,0.0,0.34915,0.19595,-0.0969,-1.04147,0.47619,-0.35804,0.5,0.34915,0.0,1.18465,-0.16802,0.0,0.0,1.09213,0.0,-0.36021,0.46441,0.0,-0.38141,-0.67474,0.84873,0.0,0.30643,0.0,0.0,0.39132,-0.84868,-0.55529,0.34376,0.35727,-0.75,-1.21,0.86735,-0.796,0.45455,0.0,1.23083,0.48352,0
random_peptide_1019,0.0,0.0,0.1,0.0,0.0,-0.31206,-0.27388,0.0,-0.27388,-0.31206,0.0,0.0,-0.31206,-0.02197,0.80162,-0.5759,0.75397,0.2911,0.001,-0.31206,0.0,1.35643,-0.04441,0.0,0.0,-0.18435,0.0,-0.78903,0.38519,0.0,-0.28419,-0.21697,0.01395,0.0,-0.27388,0.0,0.0,0.52737,0.09598,-0.33654,0.09508,0.13291,-0.375,-1.02667,0.30069,-0.44009,1.28788,0.0,1.53608,0.4359,0
random_peptide_1020,0.0,0.0,0.0,0.0,0.0,0.54258,0.47619,0.0,0.47619,0.54258,0.0,0.0,0.54258,0.05379,0.67829,-0.35542,0.2381,0.36247,0.5,0.54258,0.0,2.19627,-0.41462,0.0,0.0,0.18984,0.0,0.11762,0.76403,0.0,-0.92308,-1.01027,-0.68358,0.0,0.47619,0.0,0.0,-0.01099,-0.84868,0.28846,-0.45213,0.50682,-0.48214,0.75429,3.06316,0.53386,2.5974,0.0,0.5233,0.04701,0
random_peptide_1021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.38371,0.67829,-0.64612,0.80952,0.04878,0.001,0.0,0.0,-0.42174,-0.62022,0.0,0.0,-0.34922,0.0,-1.64667,0.03156,0.0,-1.25641,-0.35328,0.10088,0.0,0.0,0.0,0.0,-0.33528,-0.84868,0.36346,-0.72936,-0.74316,0.375,0.0,1.06533,0.92034,0.45455,0.0,-0.70913,-0.1567,0
random_peptide_1022,0.0,0.0,0.0,0.33333,0.0,0.9856,0.86501,0.0,0.86501,0.9856,0.0,0.0,0.9856,-0.05922,0.33915,1.39115,-0.52381,1.31353,0.549,0.9856,0.0,-0.69432,0.06705,0.71758,0.0,-0.26125,0.0,-1.64667,0.60389,0.0,-0.32308,-1.75569,1.56318,0.0,0.86501,0.0,0.0,0.96531,-0.84868,2.98846,-0.90598,-1.17732,-0.225,2.64,-0.27515,-0.15103,-0.54545,0.0,-1.14272,1.26923,0
random_peptide_1023,0.0,0.0,0.0,0.0,0.0,0.54258,0.47619,0.0,0.47619,0.54258,0.0,0.0,0.54258,-0.34711,-0.67829,1.32213,-0.71429,-0.11085,0.9995,0.54258,0.0,1.19172,1.41578,0.63628,0.0,2.3468,0.0,-0.17643,-1.81646,0.0,0.74359,-2.34961,0.38194,0.0,0.47619,0.0,0.0,-0.04883,0.06871,2.53846,-1.40473,0.33879,0.375,1.38286,-1.12447,-0.79468,-1.68831,0.0,-0.30971,0.04701,0
random_peptide_1024,0.0,0.0,0.0,0.0,0.0,-0.31206,-0.27388,0.0,-0.27388,-0.31206,0.0,0.0,-0.31206,0.27925,-0.30832,-0.1946,-0.9127,1.85935,-0.499,-0.31206,0.0,-0.27098,0.73856,0.0,0.0,-0.30981,0.0,0.41167,0.03523,0.0,-0.86752,0.15065,-0.61851,1.88889,-0.27388,0.0,0.0,-0.56998,1.03813,-0.77404,0.10848,-0.39699,0.375,0.44,0.38543,0.19308,-1.21212,0.0,0.19045,-0.23077,0
random_peptide_1025,0.0,0.0,0.0,0.0,0.0,0.54258,0.47619,0.0,0.47619,0.54258,0.0,0.0,0.54258,11.82809,-0.67829,0.672,-0.71429,8.15543,0.0,0.54258,0.0,-0.17482,4.13257,0.0,0.0,1.71198,0.0,0.41167,-0.57584,0.0,0.41026,-0.32129,-1.02508,0.0,0.47619,0.0,0.0,-1.62636,2.82617,-1.21154,0.05094,-0.28182,-2.625,0.12571,-0.14892,-0.89895,-0.25974,0.0,-0.71553,-0.5641,0
random_peptide_1026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.40359,0.2261,0.18014,0.14286,0.32774,0.4325,0.0,0.0,0.36742,0.02253,0.0,0.0,-0.91273,0.0,0.41167,-0.0164,0.97452,0.14359,-0.01985,-0.7336,0.0,0.0,0.0,0.0,-0.91759,0.09136,-0.16154,-0.19474,-0.28233,-0.525,0.88,-2.97538,1.24694,1.45455,1.01268,-0.55961,-0.5641,0
random_peptide_1027,0.0,0.0,0.0,0.0,0.0,-0.45742,-0.40145,0.0,-0.40145,-0.45742,1.0,0.0,-0.45742,0.22603,0.0,1.18747,-0.67766,-1.81835,-0.0005,-0.45742,0.08333,-0.62185,1.51131,0.77276,0.0,-0.91746,0.0,0.41167,0.4007,0.0,0.35897,0.95602,0.39861,0.0,-0.40145,0.0,0.0,0.92197,1.77026,0.0,0.4639,0.99632,0.375,-0.06769,0.0641,-1.51766,0.06993,0.0,0.76647,-0.5641,0
random_peptide_1028,0.14286,0.0,0.0,0.0,0.0,81.20823,0.14841,0.0,0.14841,0.1691,0.0,0.0,0.1691,-2.70506,0.84787,-0.41463,-0.07937,-0.42398,0.5,0.1691,0.0,-0.39904,0.32841,0.0,0.0,0.94034,0.0,-0.50315,0.68435,0.98998,0.03989,0.24592,-0.46775,2.83333,0.14841,0.0,0.0,0.39335,0.10627,-0.62821,0.07204,0.59033,0.375,0.68444,0.05985,-0.16849,-0.10101,0.98935,0.80097,0.35256,0
random_peptide_1029,0.0,0.0,0.1,0.0,0.0,-0.31206,-0.27388,0.0,-0.27388,-0.31206,0.0,0.0,-0.31206,-1.21938,0.06166,-0.47984,0.47619,-0.12402,0.4665,-0.31206,0.0,-0.45301,0.14227,0.0,0.0,-0.0012,0.0,-0.10292,1.81384,0.0,-0.28419,-0.28928,-0.48949,1.88889,-0.27388,0.0,0.0,0.09085,0.10985,0.10096,0.17041,0.37254,-0.375,0.07333,1.88421,0.0444,-0.37879,0.0,-0.04628,0.4359,0
random_peptide_1030,0.0,0.0,0.0,0.0,0.0,0.9856,0.86501,0.0,0.86501,0.9856,0.0,0.0,0.9856,0.06393,0.33915,0.01071,0.14286,-0.58231,0.5,0.9856,0.0,1.65662,-0.37263,0.0,0.0,-0.12585,0.0,-1.64667,-0.77154,0.0,-0.32308,1.76246,-0.84733,0.0,0.86501,0.0,0.0,1.67468,-0.84868,0.88846,-0.69455,-1.30637,-0.225,-0.88,-2.35152,0.72335,-0.54545,0.0,0.32252,1.26923,0
random_peptide_1031,0.0,0.0,0.0,0.0,0.0,0.34915,0.30643,0.0,0.30643,0.34915,0.0,0.0,0.34915,0.43264,-0.0969,-0.48695,-0.77381,-0.66966,0.5,0.34915,0.0,0.09689,-0.30865,0.79025,0.0,1.13845,0.0,0.41167,-1.12211,0.97234,-1.25641,0.73445,0.9916,0.0,0.30643,0.0,0.25,-0.32349,-0.84868,0.75721,-0.32906,0.44943,-0.75,1.54,0.24352,-0.73988,-0.79545,1.05831,0.31505,0.48352,0
random_peptide_1032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85099,-0.67829,0.52198,-0.85714,-1.63181,-0.5,0.0,0.0,0.48547,0.49087,0.79034,0.0,1.43786,0.0,0.20583,-0.0066,2.91402,0.84359,-0.03496,0.06212,0.0,0.0,0.0,0.16667,0.37342,0.08829,-0.16154,-0.30683,0.31993,0.375,-0.88,-0.97473,-0.18344,-0.54545,3.22968,0.0235,-0.5641,0
random_peptide_1033,0.0,0.11111,0.0,0.0,0.0,-0.31206,-0.27388,0.0,-0.27388,-0.31206,0.0,0.0,-0.31206,1.1333,-0.67829,0.33598,-0.35714,0.79484,-0.0005,-0.31206,0.0,-0.13445,1.67612,0.0,0.0,-1.15167,0.0,-0.10292,-1.42718,0.95763,0.29915,0.32468,0.1783,1.88889,-0.27388,0.0,0.0,0.24732,1.92255,0.53846,0.28013,0.7911,0.375,0.07333,0.12701,-0.46575,-0.37879,0.88947,-0.29547,-0.23077,0
random_peptide_1034,0.0,0.0,0.0,0.0,0.0,0.75293,0.66081,0.0,0.66081,0.75293,0.0,0.0,0.75293,-1.37958,0.13566,-1.51881,0.47619,0.88509,-0.4995,0.75293,0.0,1.54506,-0.30434,0.0,0.0,0.04373,0.0,0.41167,-0.71345,0.98925,-0.08974,0.17241,1.0987,0.0,0.66081,0.0,0.0,-0.26023,-0.84868,-1.21154,0.65418,-1.16228,-1.625,-0.29333,0.51156,-0.40373,0.45455,1.25959,1.52362,-0.5641,0
random_peptide_1035,0.0,0.0,0.0,0.0,0.0,-0.59683,-0.52381,0.08333,-0.52381,-0.59683,0.0,0.0,-0.59683,-0.37637,0.26088,-0.40432,-0.2381,0.19756,-0.4995,-0.59683,0.0,0.43257,0.03598,0.0,0.0,-0.82932,0.0,0.41167,0.72209,0.0,-0.92308,1.16438,0.2242,1.54545,-0.52381,0.0,0.0,-0.27187,0.15499,-0.46154,0.7721,0.93934,0.375,0.12571,-0.31523,-0.31307,-0.97403,0.0,0.93981,-0.28205,0
random_peptide_1036,0.0,0.0,0.0,0.0,0.0,-0.15994,-0.14037,0.0,-0.14037,-0.15994,0.0,0.0,-0.15994,3.22398,-0.67829,0.08034,-0.88745,1.82029,-0.499,-0.15994,0.0,-0.19296,1.0305,0.0,0.0,0.06723,0.0,0.22455,-0.76241,0.94391,0.01632,-0.34338,-0.85517,0.0,-0.14037,0.0,0.0,0.02478,0.97235,-0.73427,-0.19969,-0.49013,-0.17045,-0.16,-0.19163,0.34079,-0.90909,0.85195,-0.73495,-0.19744,0
random_peptide_1037,0.0,0.0,0.0,0.0,0.0,0.54258,0.47619,0.0,0.47619,0.54258,0.0,0.0,0.54258,0.24835,0.67829,0.96838,-0.2381,0.02798,-0.0005,0.54258,0.0,0.95718,-0.52904,0.0,0.0,-0.55746,0.0,-1.64667,-0.75226,0.0,-0.58974,1.83345,0.63331,0.0,0.47619,0.0,0.0,1.09379,-0.84868,1.03846,0.36965,1.17254,0.375,0.75429,-0.19213,-1.03188,-1.68831,0.0,0.73689,0.04701,0
random_peptide_1038,0.0,0.0,0.0,0.0,0.0,0.54258,0.47619,0.0,0.47619,0.54258,0.0,0.0,0.54258,0.88067,-0.67829,1.47221,-0.2381,-0.57168,-0.4995,0.54258,0.0,0.06912,-0.31645,0.75757,0.0,-1.31337,0.0,-0.47048,0.85872,0.99646,-0.58974,1.36513,-0.2033,0.0,0.47619,0.0,0.0,0.64951,-0.84868,-0.46154,-0.86276,-1.30302,0.375,1.38286,0.38814,0.65912,-0.25974,1.14889,-0.92913,-0.5641,0
random_peptide_1039,0.08333,0.0,0.0,0.0,0.0,-0.59683,-0.52381,0.0,-0.52381,-0.59683,0.0,0.0,-0.59683,0.33561,0.887,-0.49755,0.2381,-0.31559,0.4665,-0.59683,0.0,-0.25409,-0.44339,0.0,0.0,-0.58255,0.0,-0.32345,0.8643,0.0,-0.42308,0.44668,0.36457,0.0,-0.52381,1.0,0.0,0.39748,-0.84868,0.28846,0.28682,0.32447,0.16071,-0.81714,-1.53921,-0.19931,-0.25974,0.0,0.30971,0.5641,0
random_peptide_1040,0.0,0.0,0.0,0.0,0.0,0.54258,0.47619,0.0,0.47619,0.54258,0.0,0.0,0.54258,-0.76978,0.0,0.94297,-0.71429,0.60693,-0.5,0.54258,0.0,1.06227,-0.7202,0.0,0.0,0.77361,0.0,0.41167,0.44204,2.03419,-1.25641,0.07269,-0.34544,0.0,0.47619,0.0,0.0,-0.40417,-0.84868,1.03846,-0.36472,0.47247,-0.05357,-0.50286,1.59276,0.26541,-0.25974,2.29424,-1.14272,-0.5641,0
random_peptide_1041,0.0,0.0,0.0,0.0,0.0,0.75293,0.66081,0.0,0.66081,0.75293,0.0,0.0,0.75293,-0.86868,0.13566,0.10442,-0.07937,0.52946,0.9995,0.75293,0.0,0.45236,-0.18977,0.0,0.0,-1.38397,0.0,-1.64667,0.96127,0.0,0.68803,-1.76862,0.80709,0.0,0.66081,0.0,0.0,1.01251,-0.84868,1.41346,-1.14391,0.19892,-0.125,0.44,5.34705,-0.0762,0.45455,0.0,-0.17087,1.6359,0
random_peptide_1042,0.0,0.0,0.09091,0.0,0.0,-0.45742,-0.40145,0.0,-0.40145,-0.45742,0.0,0.0,-0.45742,0.38415,-0.33915,-1.09733,0.34799,0.1339,0.5,-0.45742,0.08333,0.9394,0.19354,0.0,0.0,-0.07721,0.0,-0.53833,0.83013,0.0,-0.53846,0.0926,1.19841,0.0,-0.40145,0.0,0.0,-0.09103,0.08331,-0.40385,0.5672,0.81736,-1.93269,0.60923,0.54555,-1.52363,0.83916,0.0,1.54854,0.04701,0
